"","V1","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"466","GAD","Belgium",0,0,0,0,0,0,0,0,0
"467","GAD","Belgium",0,0,0,0,0,0,0,0,0
"468","GAD","Belgium",0,0,0,0,0,0,0,0,0
"469","GAD","Belgium",0,0,0,0,0,0,0,0,0
"470","GAD","Belgium",0,0,0,0,0,0,0,0,0
"471","GAD","Belgium",0,0,0,0,0,0,0,0,0
"472","GAD","Belgium",0,0,0,0,0,0,0,0,0
"473","GAD","Belgium",0,0,0,0,0,0,0,0,0
"474","GAD","Belgium",0,0,0,0,0,0,0,0,0
"475","GAD","Belgium",0,0,0,0,0,0,0,0,0
"476","GAD","Belgium",0,0,0,0,0,0,0,0,0
"477","GUG","Belgium",65,97,103,63,43,30,21,21,25
"478","GUG","Belgium",0,0,0,0,0,0,0,0,0
"479","GUG","Belgium",0,0,0,0,0,0,0,0,0
"480","GUG","Belgium",35,30,49,26,14,15,8,11,10
"481","GUG","Belgium",0,0,0,0,0,0,0,0,0
"482","GUG","Belgium",22,20,42,22,11,12,7,10,9
"483","GUG","Belgium",13,10,7,4,3,3,1,1,1
"484","GUG","Belgium",0,0,0,0,0,0,0,0,0
"485","GUG","Belgium",0,0,0,0,0,0,0,0,0
"486","GUG","Belgium",0,0,0,0,0,0,0,0,0
"487","GUG","Belgium",0,0,0,0,0,0,0,0,0
"488","GUG","Belgium",0,0,0,0,0,0,0,0,0
"489","GUG","Belgium",17,46,34,29,20,11,10,8,13
"490","GUG","Belgium",1,2,1,1,1,1,0,0,0
"491","GUG","Belgium",7,23,11,11,6,1,1,3,8
"492","GUG","Belgium",0,2,2,3,2,0,0,0,0
"493","GUG","Belgium",3,9,7,5,4,3,3,2,2
"494","GUG","Belgium",5,11,14,9,7,7,4,2,2
"495","GUG","Belgium",0,0,0,0,0,0,0,0,0
"496","GUG","Belgium",14,21,20,9,8,3,3,3,3
"497","GUG","Belgium",0,0,0,0,0,0,0,0,1
"498","GUG","Belgium",14,21,19,9,8,3,3,2,2
"499","GUG","Belgium",0,0,0,0,0,0,0,0,0
"500","GUR","Belgium",263,288,306,306,237,227,352,328,313
"501","GUR","Belgium",0,0,0,0,0,0,0,0,0
"502","GUR","Belgium",0,0,0,0,0,0,0,0,0
"503","GUR","Belgium",10,3,5,5,7,28,26,33,31
"504","GUR","Belgium",0,0,0,0,0,0,0,0,0
"505","GUR","Belgium",5,0,0,1,0,11,11,23,16
"506","GUR","Belgium",5,3,5,4,7,17,15,10,15
"507","GUR","Belgium",0,0,0,0,0,0,0,0,0
"508","GUR","Belgium",0,0,0,0,0,0,0,0,0
"509","GUR","Belgium",252,283,299,300,227,197,325,294,281
"510","GUR","Belgium",2,6,7,11,13,3,5,7,10
"511","GUR","Belgium",212,180,184,215,159,153,223,191,171
"512","GUR","Belgium",4,34,59,40,34,21,60,62,73
"513","GUR","Belgium",29,41,37,24,14,14,33,24,21
"514","GUR","Belgium",4,22,11,10,8,6,4,9,6
"515","GUR","Belgium",0,0,1,0,0,0,0,0,0
"516","GUR","Belgium",2,1,2,1,3,2,2,1,1
"517","GUR","Belgium",0,0,0,0,0,0,0,0,0
"518","GUR","Belgium",1,1,1,1,3,2,2,1,1
"519","GUR","Belgium",0,0,0,0,0,0,0,0,0
"520","GUU","Belgium",730,624,671,438,448,436,0,0,0
"521","GUU","Belgium",0,0,0,0,0,0,0,0,0
"522","GUU","Belgium",0,0,0,0,0,0,0,0,0
"523","GUU","Belgium",0,0,0,0,0,0,0,0,0
"524","GUU","Belgium",0,0,0,0,0,0,0,0,0
"525","GUU","Belgium",0,0,0,0,0,0,0,0,0
"526","GUU","Belgium",183,116,148,77,79,83,0,0,0
"527","GUU","Belgium",0,0,0,0,0,0,0,0,0
"528","GUU","Belgium",43,28,109,27,14,11,0,0,0
"529","GUU","Belgium",140,87,39,50,64,72,0,0,0
"530","GUU","Belgium",0,0,0,0,0,0,0,0,0
"531","GUU","Belgium",0,0,0,0,0,0,0,0,0
"532","GUU","Belgium",0,0,0,0,0,0,0,0,0
"533","GUU","Belgium",0,0,0,0,0,0,0,0,0
"534","GUU","Belgium",0,0,0,0,0,0,0,0,0
"535","GUU","Belgium",0,0,0,0,0,0,0,0,0
"536","GUU","Belgium",0,0,0,0,0,0,0,0,0
"537","GUU","Belgium",0,0,0,0,0,0,0,0,0
"538","GUU","Belgium",529,492,513,353,365,346,0,0,0
"539","GUU","Belgium",3,10,21,17,13,21,0,0,0
"540","GUU","Belgium",496,380,350,255,286,272,0,0,0
"541","GUU","Belgium",6,44,54,34,29,18,0,0,0
"542","GUU","Belgium",15,30,48,24,23,21,0,0,0
"543","GUU","Belgium",9,28,41,22,14,14,0,0,0
"544","GUU","Belgium",0,0,0,0,0,0,0,0,0
"545","GUU","Belgium",0,0,0,0,0,0,0,0,0
"546","GUU","Belgium",0,0,0,0,0,0,0,0,0
"547","GUU","Belgium",19,16,9,9,5,8,0,0,0
"548","GUU","Belgium",0,1,0,0,0,0,0,0,0
"549","GUU","Belgium",18,16,9,9,5,7,0,0,0
"550","GUU","Belgium",0,0,0,0,0,0,0,0,0
"551","GUX","Belgium",0,0,0,0,0,0,553,688,568
"552","GUX","Belgium",0,0,0,0,0,0,82,66,70
"553","GUX","Belgium",0,0,0,0,0,0,11,15,14
"554","GUX","Belgium",0,0,0,0,0,0,71,51,56
"555","GUX","Belgium",0,0,0,0,0,0,465,616,491
"556","GUX","Belgium",0,0,0,0,0,0,18,22,51
"557","GUX","Belgium",0,0,0,0,0,0,389,528,384
"558","GUX","Belgium",0,0,0,0,0,0,23,28,24
"559","GUX","Belgium",0,0,0,0,0,0,23,25,17
"560","GUX","Belgium",0,0,0,0,0,0,13,14,14
"561","GUX","Belgium",0,0,0,0,0,0,0,0,0
"562","GUX","Belgium",0,0,0,0,0,0,6,6,7
"563","GUX","Belgium",0,0,0,0,0,0,0,1,1
"564","GUX","Belgium",0,0,0,0,0,0,6,5,6
"565","HAD","Belgium",206,259,327,335,259,246,236,328,229
"566","HAD","Belgium",0,0,0,0,0,0,0,0,0
"567","HAD","Belgium",0,0,0,0,0,0,0,0,0
"568","HAD","Belgium",0,0,0,0,0,0,0,0,0
"569","HAD","Belgium",0,0,0,0,0,0,0,0,0
"570","HAD","Belgium",0,0,0,0,0,0,0,0,0
"571","HAD","Belgium",0,0,0,0,0,0,0,0,0
"572","HAD","Belgium",0,0,0,0,0,0,0,0,0
"573","HAD","Belgium",98,78,78,106,78,108,112,178,106
"574","HAD","Belgium",0,3,0,0,0,0,0,0,0
"575","HAD","Belgium",97,74,77,100,76,99,101,177,105
"576","HAD","Belgium",1,1,1,6,2,9,12,2,0
"577","HAD","Belgium",0,0,0,0,0,0,0,0,0
"578","HAD","Belgium",0,0,0,0,0,0,0,0,0
"579","HAD","Belgium",0,0,0,0,0,0,0,0,0
"580","HAD","Belgium",0,0,0,0,0,0,0,0,0
"581","HAD","Belgium",0,0,0,0,0,0,0,0,0
"582","HAD","Belgium",0,0,0,0,0,0,0,0,0
"583","HAD","Belgium",0,0,0,0,0,0,0,0,0
"584","HAD","Belgium",0,0,0,0,0,0,0,0,0
"585","HAD","Belgium",0,0,0,0,0,0,0,0,0
"586","HAD","Belgium",0,0,0,0,0,0,0,0,0
"587","HAD","Belgium",107,181,249,229,181,138,124,150,123
"588","HAD","Belgium",7,6,13,16,9,7,15,30,23
"589","HAD","Belgium",0,0,0,0,0,0,0,0,0
"590","HAD","Belgium",1,1,4,2,2,1,0,1,1
"591","HAD","Belgium",1,5,14,16,4,3,1,1,1
"592","HAD","Belgium",64,65,81,66,72,62,66,71,52
"593","HAD","Belgium",34,103,136,129,93,66,41,47,46
"594","HAD","Belgium",0,0,0,0,1,0,0,0,0
"595","HAD","Belgium",0,0,0,0,0,0,0,0,0
"596","HAD","Belgium",0,0,0,0,0,0,0,0,0
"597","HAD","Belgium",0,0,0,0,0,0,0,0,0
"598","HAD","Belgium",0,0,0,0,0,0,0,0,0
"599","HAD","Belgium",0,0,0,0,0,0,0,0,0
"600","HAD","Belgium",0,0,0,0,0,0,0,0,0
"601","HAL","Belgium",1,1,0,1,4,6,7,5,2
"602","HAL","Belgium",0,0,0,0,0,0,0,0,0
"603","HAL","Belgium",0,0,0,0,0,0,0,0,0
"604","HAL","Belgium",0,0,0,0,0,0,0,0,0
"605","HAL","Belgium",0,0,0,0,0,0,0,0,0
"606","HAL","Belgium",0,0,0,0,0,0,0,0,0
"607","HAL","Belgium",0,0,0,0,0,0,0,0,0
"608","HAL","Belgium",0,0,0,0,0,0,0,0,0
"609","HAL","Belgium",1,1,0,1,4,6,7,5,2
"610","HAL","Belgium",0,0,0,0,0,0,0,0,0
"611","HAL","Belgium",1,1,0,1,4,6,7,5,2
"612","HAL","Belgium",0,0,0,0,0,0,0,0,0
"613","HAL","Belgium",0,0,0,0,0,0,0,0,0
"614","HAL","Belgium",0,0,0,0,0,0,0,0,0
"615","HAL","Belgium",0,0,0,0,0,0,0,0,0
"616","HAL","Belgium",0,0,0,0,0,0,0,0,0
"617","HAL","Belgium",0,0,0,0,0,0,0,0,0
"618","HAL","Belgium",0,0,0,0,0,0,0,0,0
"619","HAL","Belgium",0,0,0,0,0,0,0,0,0
"620","HAL","Belgium",0,0,0,0,0,0,0,0,0
"621","HAL","Belgium",0,0,0,0,0,0,0,0,0
"622","HAL","Belgium",0,0,0,0,0,0,0,0,0
"623","HAL","Belgium",0,0,0,0,0,0,0,0,0
"624","HAL","Belgium",0,0,0,0,0,0,0,0,0
"625","HAL","Belgium",0,0,0,0,0,0,0,0,0
"626","HAL","Belgium",0,0,0,0,0,0,0,0,0
"627","HAL","Belgium",0,0,0,0,0,0,0,0,0
"628","HAL","Belgium",0,0,0,0,0,0,0,0,0
"629","HER","Belgium",27,22,4,3,1,0,0,1,3
"630","HER","Belgium",2,0,1,3,1,0,0,1,3
"631","HER","Belgium",0,0,0,0,0,0,0,0,0
"632","HER","Belgium",0,0,0,0,0,0,0,0,0
"633","HER","Belgium",2,0,1,3,1,0,0,1,3
"634","HER","Belgium",0,0,0,0,0,0,0,0,0
"635","HER","Belgium",0,0,0,0,0,0,0,0,0
"636","HER","Belgium",0,0,0,0,0,0,0,0,0
"637","HER","Belgium",0,0,0,0,0,0,0,0,0
"638","HER","Belgium",0,0,0,0,0,0,0,0,0
"639","HER","Belgium",25,22,3,1,0,0,0,0,0
"640","HER","Belgium",25,22,3,1,0,0,0,0,0
"641","HER","Belgium",0,0,0,0,0,0,0,0,0
"642","HER","Belgium",0,0,0,0,0,0,0,0,0
"643","HER","Belgium",0,0,0,0,0,0,0,0,0
"644","HER","Belgium",0,0,0,0,0,0,0,0,0
"645","HKE","Belgium",60,51,40,52,69,51,72,79,83
"646","HKE","Belgium",0,0,0,0,0,0,0,0,0
"647","HKE","Belgium",0,0,0,0,0,0,0,0,0
"648","HKE","Belgium",0,0,0,0,0,0,0,0,0
"649","HKE","Belgium",0,0,0,0,0,0,0,0,0
"650","HKE","Belgium",0,0,0,0,0,0,0,0,0
"651","HKE","Belgium",0,0,0,0,0,0,0,0,0
"652","HKE","Belgium",42,31,27,36,51,37,60,63,54
"653","HKE","Belgium",0,1,0,0,0,0,0,0,0
"654","HKE","Belgium",42,30,27,36,51,36,60,63,53
"655","HKE","Belgium",0,0,0,0,0,0,0,0,0
"656","HKE","Belgium",0,0,0,0,0,0,0,0,0
"657","HKE","Belgium",0,0,0,0,0,0,0,0,0
"658","HKE","Belgium",0,0,0,0,0,0,0,0,0
"659","HKE","Belgium",0,0,0,0,0,0,0,0,0
"660","HKE","Belgium",0,0,0,0,0,0,0,0,0
"661","HKE","Belgium",0,0,0,0,0,0,0,0,0
"662","HKE","Belgium",0,0,0,0,0,0,0,0,0
"663","HKE","Belgium",0,0,0,0,0,0,0,0,0
"664","HKE","Belgium",12,12,10,11,13,8,8,13,19
"665","HKE","Belgium",1,1,1,0,1,1,1,2,2
"666","HKE","Belgium",1,0,0,0,0,0,0,1,0
"667","HKE","Belgium",0,1,0,0,0,0,0,1,1
"668","HKE","Belgium",5,2,2,4,5,3,3,4,4
"669","HKE","Belgium",6,8,6,7,7,4,4,7,12
"670","HKE","Belgium",0,0,0,0,0,0,0,0,0
"671","HKE","Belgium",0,0,0,0,0,0,0,0,0
"672","HKE","Belgium",0,0,0,0,0,0,0,0,0
"673","HKE","Belgium",6,8,3,5,5,6,3,3,10
"674","HKE","Belgium",0,0,0,0,0,1,0,1,2
"675","HKE","Belgium",6,7,3,5,5,6,3,2,8
"676","HKE","Belgium",0,0,0,0,0,0,0,0,0
"677","HKE","Belgium",0,0,0,0,0,0,0,0,0
"678","HOM","Belgium",0,0,0,0,0,0,0,0,0
"679","HOM","Belgium",0,0,0,0,0,0,0,0,0
"680","HOM","Belgium",0,0,0,0,0,0,0,0,0
"681","HOM","Belgium",0,0,0,0,0,0,0,0,0
"682","HOM","Belgium",0,0,0,0,0,0,0,0,0
"683","HOM","Belgium",0,0,0,0,0,0,0,0,0
"684","HOM","Belgium",0,0,0,0,0,0,0,0,0
"685","HOM","Belgium",0,0,0,0,0,0,0,0,0
"686","HOM","Belgium",0,0,0,0,0,0,0,0,0
"687","HOM","Belgium",0,0,0,0,0,0,0,0,0
"688","HOM","Belgium",0,0,0,0,0,0,0,0,0
"689","HOM","Belgium",0,0,0,0,0,0,0,0,0
"690","HOM","Belgium",0,0,0,0,0,0,0,0,0
"691","HOM","Belgium",0,0,0,0,0,0,0,0,0
"692","HOM","Belgium",0,0,0,0,0,0,0,0,0
"693","HOM","Belgium",0,0,0,0,0,0,0,0,0
"694","HOM","Belgium",0,0,0,0,0,0,0,0,0
"695","HOM","Belgium",0,0,0,0,0,0,0,0,0
"696","INV","Belgium",0,0,0,0,0,0,0,0,0
"697","INV","Belgium",0,0,0,0,0,0,0,0,0
"698","INV","Belgium",0,0,0,0,0,0,0,0,0
"699","INV","Belgium",0,0,0,0,0,0,0,0,0
"700","INV","Belgium",0,0,0,0,0,0,0,0,0
"701","INV","Belgium",0,0,0,0,0,0,0,0,0
"702","INV","Belgium",0,0,0,0,0,0,0,0,0
"703","INV","Belgium",0,0,0,0,0,0,0,0,0
"704","INV","Belgium",0,0,0,0,0,0,0,0,0
"705","INV","Belgium",0,0,0,0,0,0,0,0,0
"706","INV","Belgium",0,0,0,0,0,0,0,0,0
"707","INV","Belgium",0,0,0,0,0,0,0,0,0
"708","JAX","Belgium",74,65,48,29,22,5,3,6,4
"709","JAX","Belgium",59,24,32,20,13,4,3,5,3
"710","JAX","Belgium",1,0,7,1,1,0,1,0,0
"711","JAX","Belgium",58,24,25,20,12,4,2,5,3
"712","JAX","Belgium",15,41,17,9,10,1,0,0,0
"713","JAX","Belgium",15,27,16,6,5,1,0,0,0
"714","JAX","Belgium",0,14,0,2,4,0,0,0,0
"715","JOD","Belgium",33,17,0,0,0,0,0,0,0
"716","JOD","Belgium",1,0,0,0,0,0,0,0,0
"717","JOD","Belgium",0,0,0,0,0,0,0,0,0
"718","JOD","Belgium",1,0,0,0,0,0,0,0,0
"719","JOD","Belgium",31,16,0,0,0,0,0,0,0
"720","JOD","Belgium",1,1,0,0,0,0,0,0,0
"721","JOD","Belgium",7,3,0,0,0,0,0,0,0
"722","JOD","Belgium",1,1,0,0,0,0,0,0,0
"723","JOD","Belgium",12,3,0,0,0,0,0,0,0
"724","JOD","Belgium",11,9,0,0,0,0,0,0,0
"725","JOD","Belgium",0,0,0,0,0,0,0,0,0
"726","JOD","Belgium",1,1,0,0,0,0,0,0,0
"727","JOD","Belgium",1,1,0,0,0,0,0,0,0
"728","LBE","Belgium",3,2,2,2,11,10,4,2,2
"729","LBE","Belgium",0,0,0,0,0,0,0,0,0
"730","LBE","Belgium",0,0,0,0,0,0,0,0,0
"731","LBE","Belgium",1,1,1,1,10,8,2,1,1
"732","LBE","Belgium",0,0,0,0,9,7,1,1,0
"733","LBE","Belgium",1,0,0,1,1,1,2,1,1
"734","LBE","Belgium",0,0,0,0,0,0,0,0,0
"735","LBE","Belgium",0,0,0,0,0,0,0,0,0
"736","LBE","Belgium",0,0,0,0,0,0,0,0,0
"737","LBE","Belgium",0,0,0,0,0,0,0,0,0
"738","LBE","Belgium",2,1,1,2,1,2,2,1,1
"739","LBE","Belgium",0,0,0,0,0,0,0,0,0
"740","LBE","Belgium",2,1,1,1,1,1,1,1,1
"741","LBE","Belgium",0,0,0,0,0,0,0,0,0
"742","LBE","Belgium",0,0,0,0,0,0,0,0,0
"743","LBE","Belgium",0,0,0,0,0,0,0,0,0
"744","LBE","Belgium",0,0,0,0,0,0,0,0,0
"745","LBE","Belgium",0,0,0,0,0,0,0,0,0
"746","LBE","Belgium",0,0,0,0,0,0,0,0,0
"747","LBE","Belgium",0,0,0,0,0,0,0,0,0
"748","LBE","Belgium",0,0,0,0,0,0,0,0,0
"749","LEM","Belgium",1192,1089,947,821,663,679,885,888,925
"750","LEM","Belgium",0,0,0,0,0,0,0,0,0
"751","LEM","Belgium",0,0,0,0,0,0,0,0,0
"752","LEM","Belgium",650,527,406,387,376,389,527,542,552
"753","LEM","Belgium",0,0,0,0,0,0,0,0,0
"754","LEM","Belgium",604,484,377,355,332,287,430,515,502
"755","LEM","Belgium",47,43,29,31,43,102,97,27,50
"756","LEM","Belgium",0,0,0,0,0,0,0,0,0
"757","LEM","Belgium",0,0,0,0,0,0,0,0,0
"758","LEM","Belgium",0,0,0,0,0,0,0,0,0
"759","LEM","Belgium",0,0,0,0,0,0,0,0,0
"760","LEM","Belgium",0,0,0,0,0,0,0,0,0
"761","LEM","Belgium",0,0,0,0,0,0,0,0,0
"762","LEM","Belgium",0,0,0,0,0,0,0,0,0
"763","LEM","Belgium",0,0,0,0,0,0,0,0,0
"764","LEM","Belgium",542,562,541,434,287,290,358,345,373
"765","LEM","Belgium",2,4,11,7,8,4,4,11,15
"766","LEM","Belgium",0,0,0,0,0,0,0,0,0
"767","LEM","Belgium",163,175,171,153,101,149,140,70,98
"768","LEM","Belgium",5,10,15,12,5,7,5,10,9
"769","LEM","Belgium",308,252,211,157,99,75,156,181,144
"770","LEM","Belgium",63,121,133,106,73,55,52,73,106
"771","LEM","Belgium",1,0,1,0,1,0,0,0,2
"772","LEM","Belgium",0,0,0,0,0,0,0,0,0
"773","LEM","Belgium",0,0,0,0,0,0,0,0,0
"774","LEM","Belgium",0,0,0,0,0,0,0,1,0
"775","LEM","Belgium",0,0,0,0,0,0,0,0,0
"776","LEM","Belgium",0,0,0,0,0,0,0,1,0
"777","LEM","Belgium",0,0,0,0,0,0,0,0,0
"778","LEZ","Belgium",189,539,613,338,278,212,171,205,103
"779","LEZ","Belgium",10,1,0,2,6,2,3,6,2
"780","LEZ","Belgium",10,0,0,1,6,1,3,6,2
"781","LEZ","Belgium",0,0,0,1,0,1,0,0,0
"782","LEZ","Belgium",167,521,605,326,268,205,163,195,98
"783","LEZ","Belgium",0,1,3,3,4,1,2,2,2
"784","LEZ","Belgium",0,0,0,0,0,0,0,0,0
"785","LEZ","Belgium",1,0,1,0,0,0,0,0,0
"786","LEZ","Belgium",2,2,2,1,1,1,0,1,1
"787","LEZ","Belgium",68,172,201,94,78,85,45,78,33
"788","LEZ","Belgium",86,345,392,227,179,117,114,112,59
"789","LEZ","Belgium",10,1,6,1,6,0,1,1,4
"790","LEZ","Belgium",0,0,0,0,0,0,0,0,0
"791","LEZ","Belgium",0,0,0,0,0,0,0,0,0
"792","LEZ","Belgium",12,18,8,11,4,6,6,4,2
"793","LEZ","Belgium",0,0,0,0,0,0,0,0,0
"794","LEZ","Belgium",12,18,8,11,4,6,6,4,2
"795","LIN","Belgium",97,67,74,57,48,42,71,71,57
"796","LIN","Belgium",0,0,0,0,0,0,0,0,0
"797","LIN","Belgium",0,0,0,0,0,0,0,0,0
"798","LIN","Belgium",0,0,0,0,0,0,0,0,0
"799","LIN","Belgium",0,0,0,0,0,0,0,0,0
"800","LIN","Belgium",0,0,0,0,0,0,0,0,0
"801","LIN","Belgium",0,0,0,0,0,0,0,0,0
"802","LIN","Belgium",0,0,0,0,0,0,0,0,0
"803","LIN","Belgium",16,15,12,16,22,19,16,28,25
"804","LIN","Belgium",0,0,0,0,0,0,0,0,0
"805","LIN","Belgium",16,15,12,15,22,18,15,27,24
"806","LIN","Belgium",0,0,0,0,1,1,1,1,1
"807","LIN","Belgium",0,0,0,0,0,0,0,0,0
"808","LIN","Belgium",0,0,0,0,0,0,0,0,0
"809","LIN","Belgium",0,0,0,0,0,0,0,0,0
"810","LIN","Belgium",0,0,0,0,0,0,0,0,0
"811","LIN","Belgium",0,0,0,0,0,0,0,0,0
"812","LIN","Belgium",0,0,0,0,0,0,0,0,0
"813","LIN","Belgium",0,0,0,0,0,0,0,0,0
"814","LIN","Belgium",0,0,0,0,0,0,0,0,0
"815","LIN","Belgium",0,0,0,0,0,0,0,0,0
"816","LIN","Belgium",0,0,0,0,0,0,0,0,0
"817","LIN","Belgium",80,52,62,41,25,23,55,43,31
"818","LIN","Belgium",2,1,2,1,1,1,1,2,2
"819","LIN","Belgium",0,0,0,0,0,0,0,0,0
"820","LIN","Belgium",3,3,4,3,3,4,5,6,3
"821","LIN","Belgium",1,2,3,2,1,2,6,9,7
"822","LIN","Belgium",61,22,29,20,10,9,32,16,10
"823","LIN","Belgium",13,24,23,15,10,7,11,10,10
"824","LIN","Belgium",0,0,0,0,0,0,1,0,1
"825","LIN","Belgium",0,0,0,0,0,0,0,0,0
"826","LIN","Belgium",0,0,0,0,0,0,0,0,0
"827","LIN","Belgium",0,0,0,0,0,0,0,0,0
"828","LIN","Belgium",0,0,0,0,0,0,0,0,0
"829","LIN","Belgium",0,0,0,0,0,0,0,0,0
"830","LIN","Belgium",0,0,0,0,0,0,0,0,0
"831","MAC","Belgium",56,62,44,21,29,3,2,1,4
"832","MAC","Belgium",0,0,0,0,0,0,0,0,0
"833","MAC","Belgium",0,0,0,0,0,0,0,0,0
"834","MAC","Belgium",56,62,43,21,27,3,2,1,3
"835","MAC","Belgium",0,0,0,0,0,0,0,0,0
"836","MAC","Belgium",14,15,31,4,15,1,0,0,0
"837","MAC","Belgium",42,47,12,17,12,2,2,1,3
"838","MAC","Belgium",0,0,0,0,0,0,0,0,0
"839","MAC","Belgium",0,0,0,0,0,0,0,0,0
"840","MAC","Belgium",0,0,0,0,0,0,0,0,0
"841","MAC","Belgium",0,0,0,0,0,0,0,0,0
"842","MAC","Belgium",0,0,0,0,0,0,0,0,0
"843","MAC","Belgium",0,0,1,0,2,1,0,0,0
"844","MAC","Belgium",0,0,0,0,0,0,0,0,0
"845","MAC","Belgium",0,0,1,0,1,0,0,0,0
"846","MAC","Belgium",0,0,0,0,0,0,0,0,0
"847","MAC","Belgium",0,0,0,0,0,0,0,0,0
"848","MAC","Belgium",0,0,0,0,1,0,0,0,0
"849","MAC","Belgium",0,0,0,0,0,0,0,0,0
"850","MAC","Belgium",0,0,0,0,0,0,0,0,0
"851","MAC","Belgium",0,0,0,0,0,0,0,0,0
"852","MAC","Belgium",0,0,0,0,0,0,0,0,0
"853","MEB","Belgium",0,0,0,0,0,0,0,0,0
"854","MEB","Belgium",0,0,0,0,0,0,0,0,0
"855","MEB","Belgium",0,0,0,0,0,0,0,0,0
"856","MEG","Belgium",0,0,0,0,0,0,0,0,0
"857","MEG","Belgium",0,0,0,0,0,0,0,0,0
"858","MEG","Belgium",0,0,0,0,0,0,0,0,0
"859","MEG","Belgium",0,0,0,0,0,0,0,0,0
"860","MEG","Belgium",0,0,0,0,0,0,0,0,0
"861","MEG","Belgium",0,0,0,0,0,0,0,0,0
"862","MEG","Belgium",0,0,0,0,0,0,0,0,0
"863","MEG","Belgium",0,0,0,0,0,0,0,0,0
"864","MEG","Belgium",0,0,0,0,0,0,0,0,0
"865","MEG","Belgium",0,0,0,0,0,0,0,0,0
"866","MEG","Belgium",0,0,0,0,0,0,0,0,0
"867","MEG","Belgium",0,0,0,0,0,0,0,0,0
"868","MEG","Belgium",0,0,0,0,0,0,0,0,0
"869","MEG","Belgium",0,0,0,0,0,0,0,0,0
"870","MEG","Belgium",0,0,0,0,0,0,0,0,0
"871","MEG","Belgium",0,0,0,0,0,0,0,0,0
"872","MEG","Belgium",0,0,0,0,0,0,0,0,0
"873","MEG","Belgium",0,0,0,0,0,0,0,0,0
"874","MEG","Belgium",0,0,0,0,0,0,0,0,0
"875","MEG","Belgium",0,0,0,0,0,0,0,0,0
"876","MEG","Belgium",0,0,0,0,0,0,0,0,0
"877","MEG","Belgium",0,0,0,0,0,0,0,0,0
"878","MEG","Belgium",0,0,0,0,0,0,0,0,0
"879","MEG","Belgium",0,0,0,0,0,0,0,0,0
"880","MEG","Belgium",0,0,0,0,0,0,0,0,0
"881","MEG","Belgium",0,0,0,0,0,0,0,0,0
"882","MGC","Belgium",0,0,0,0,0,0,0,0,0
"883","MGC","Belgium",0,0,0,0,0,0,0,0,0
"884","MGC","Belgium",0,0,0,0,0,0,0,0,0
"885","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"886","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"887","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"888","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"889","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"890","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"891","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"892","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"893","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"894","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"895","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"896","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"897","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"898","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"899","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"900","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"901","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"902","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"903","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"904","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"905","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"906","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"907","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"908","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"909","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"910","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"911","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"912","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"913","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"914","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"915","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"916","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"917","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"918","MNZ","Belgium",0,0,0,0,0,0,0,0,0
"919","MOL","Belgium",0,0,0,0,0,0,0,0,0
"920","MOL","Belgium",0,0,0,0,0,0,0,0,0
"921","MOL","Belgium",0,0,0,0,0,0,0,0,0
"922","MOL","Belgium",0,0,0,0,0,0,0,0,0
"923","MOL","Belgium",0,0,0,0,0,0,0,0,0
"924","MOL","Belgium",0,0,0,0,0,0,0,0,0
"925","MOL","Belgium",0,0,0,0,0,0,0,0,0
"926","MOL","Belgium",0,0,0,0,0,0,0,0,0
"927","MOL","Belgium",0,0,0,0,0,0,0,0,0
"928","MOL","Belgium",0,0,0,0,0,0,0,0,0
"929","MOL","Belgium",0,0,0,0,0,0,0,0,0
